touch_id,campaign_id,user_id,channel_id,touch_status,touch_time
T00093,C005,U0086,app_push,exposed,2026-05-01 10:33:00
T00094,C001,U0193,app_push,exposed,2026-05-01 10:34:00
T00095,C002,U0173,wechat,exposed,2026-05-01 10:35:00
T00096,C003,U0058,app_push,exposed,2026-05-01 10:36:00
T00097,C002,U0038,wechat,exposed,2026-05-01 10:37:00
T00098,C001,U0012,app_push,exposed,2026-05-01 10:38:00
T00099,C002,U0122,wechat,exposed,2026-05-01 10:39:00
T00100,C005,U0197,app_push,exposed,2026-05-01 10:40:00
T00101,C001,U0117,app_push,exposed,2026-05-01 10:41:00
T00102,C004,U0162,app_push,exposed,2026-05-01 10:42:00
T00103,C005,U0050,app_push,exposed,2026-05-01 10:43:00
T00104,C004,U0127,app_push,exposed,2026-05-01 10:44:00
T00105,C004,U0063,app_push,exposed,2026-05-01 10:45:00
T00106,C002,U0168,wechat,exposed,2026-05-01 10:46:00
T00107,C001,U0193,app_push,exposed,2026-05-01 10:47:00
T00108,C001,U0200,app_push,exposed,2026-05-01 10:48:00
T00109,C004,U0057,app_push,exposed,2026-05-01 10:49:00
T00110,C002,U0179,wechat,exposed,2026-05-01 10:50:00
T00111,C005,U0119,app_push,exposed,2026-05-01 10:51:00
T00112,C001,U0143,app_push,exposed,2026-05-01 10:52:00
T00113,C002,U0032,wechat,exposed,2026-05-01 10:53:00
T00114,C004,U0035,app_push,exposed,2026-05-01 10:54:00
T00115,C004,U0171,app_push,exposed,2026-05-01 10:55:00
T00116,C005,U0144,app_push,exposed,2026-05-01 10:56:00
T00117,C005,U0082,app_push,exposed,2026-05-01 10:57:00
T00118,C004,U0157,app_push,exposed,2026-05-01 10:58:00
T00119,C005,U0110,app_push,exposed,2026-05-01 10:59:00
T00120,C005,U0115,app_push,exposed,2026-05-01 11:00:00
T00121,C002,U0191,wechat,exposed,2026-05-01 11:01:00
T00122,C004,U0116,app_push,exposed,2026-05-01 11:02:00
T00123,C003,U0193,app_push,exposed,2026-05-01 11:03:00
T00124,C002,U0164,wechat,exposed,2026-05-01 11:04:00
T00125,C003,U0197,app_push,exposed,2026-05-01 11:05:00
T00126,C005,U0125,app_push,exposed,2026-05-01 11:06:00
T00127,C002,U0071,wechat,exposed,2026-05-01 11:07:00
T00128,C004,U0020,app_push,exposed,2026-05-01 11:08:00
T00129,C003,U0061,app_push,exposed,2026-05-01 11:09:00
T00130,C003,U0086,app_push,exposed,2026-05-01 11:10:00
T00131,C003,U0139,app_push,exposed,2026-05-01 11:11:00
T00132,C001,U0036,app_push,exposed,2026-05-01 11:12:00
T00133,C002,U0060,wechat,exposed,2026-05-01 11:13:00
T00134,C004,U0178,app_push,exposed,2026-05-01 11:14:00
T00135,C002,U0181,wechat,exposed,2026-05-01 11:15:00
T00136,C002,U0017,wechat,exposed,2026-05-01 11:16:00
T00137,C004,U0105,app_push,exposed,2026-05-01 11:17:00
T00138,C003,U0139,app_push,exposed,2026-05-01 11:18:00
T00139,C004,U0107,app_push,exposed,2026-05-01 11:19:00
T00140,C001,U0053,app_push,exposed,2026-05-01 11:20:00
T00141,C004,U0100,app_push,exposed,2026-05-01 11:21:00
T00142,C005,U0179,app_push,exposed,2026-05-01 11:22:00
T00143,C001,U0196,app_push,exposed,2026-05-01 11:23:00
T00144,C005,U0098,app_push,exposed,2026-05-01 11:24:00
T00145,C004,U0002,app_push,exposed,2026-05-01 11:25:00
T00146,C003,U0077,app_push,exposed,2026-05-01 11:26:00
T00147,C004,U0108,app_push,exposed,2026-05-01 11:27:00
T00148,C005,U0192,app_push,exposed,2026-05-01 11:28:00
T00149,C005,U0155,app_push,exposed,2026-05-01 11:29:00
T00150,C002,U0125,wechat,exposed,2026-05-01 11:30:00
T00151,C002,U0070,wechat,exposed,2026-05-01 11:31:00
T00152,C004,U0125,app_push,exposed,2026-05-01 11:32:00
T00153,C001,U0100,app_push,exposed,2026-05-01 11:33:00
T00154,C003,U0172,app_push,exposed,2026-05-01 11:34:00
T00155,C004,U0186,app_push,exposed,2026-05-01 11:35:00
T00156,C002,U0120,wechat,exposed,2026-05-01 11:36:00
T00157,C002,U0160,wechat,exposed,2026-05-01 11:37:00
T00158,C005,U0007,app_push,exposed,2026-05-01 11:38:00
T00159,C004,U0152,app_push,exposed,2026-05-01 11:39:00
T00160,C005,U0170,app_push,exposed,2026-05-01 11:40:00
T00161,C001,U0022,app_push,exposed,2026-05-01 11:41:00
T00162,C004,U0035,app_push,exposed,2026-05-01 11:42:00
T00163,C004,U0047,app_push,exposed,2026-05-01 11:43:00
T00164,C001,U0067,app_push,exposed,2026-05-01 11:44:00
T00165,C004,U0084,app_push,exposed,2026-05-01 11:45:00
T00166,C002,U0117,wechat,exposed,2026-05-01 11:46:00
T00167,C003,U0087,app_push,exposed,2026-05-01 11:47:00
T00168,C004,U0072,app_push,exposed,2026-05-01 11:48:00
T00169,C004,U0065,app_push,exposed,2026-05-01 11:49:00
T00170,C001,U0121,app_push,exposed,2026-05-01 11:50:00
T00171,C001,U0192,app_push,exposed,2026-05-01 11:51:00
T00172,C005,U0014,app_push,exposed,2026-05-01 11:52:00
T00173,C003,U0058,app_push,exposed,2026-05-01 11:53:00
T00174,C001,U0200,app_push,exposed,2026-05-01 11:54:00
T00175,C001,U0194,app_push,exposed,2026-05-01 11:55:00
T00176,C001,U0064,app_push,exposed,2026-05-01 11:56:00
T00177,C002,U0006,wechat,exposed,2026-05-01 11:57:00
T00178,C005,U0040,app_push,exposed,2026-05-01 11:58:00
T00179,C002,U0033,wechat,exposed,2026-05-01 11:59:00
T00180,C004,U0172,app_push,exposed,2026-05-01 12:00:00
T00181,C001,U0145,app_push,exposed,2026-05-01 12:01:00
T00182,C002,U0120,wechat,exposed,2026-05-01 12:02:00
T00183,C003,U0197,app_push,exposed,2026-05-01 12:03:00
T00184,C003,U0043,app_push,exposed,2026-05-01 12:04:00
T00185,C005,U0156,app_push,exposed,2026-05-01 12:05:00
T00186,C001,U0200,app_push,exposed,2026-05-01 12:06:00
T00187,C002,U0080,wechat,exposed,2026-05-01 12:07:00
T00188,C001,U0149,app_push,exposed,2026-05-01 12:08:00
T00189,C001,U0080,app_push,exposed,2026-05-01 12:09:00
T00190,C005,U0174,app_push,exposed,2026-05-01 12:10:00
T00191,C004,U0102,app_push,exposed,2026-05-01 12:11:00
T00192,C002,U0020,wechat,exposed,2026-05-01 12:12:00
T00193,C005,U0177,app_push,exposed,2026-05-01 12:13:00
T00194,C002,U0027,wechat,exposed,2026-05-01 12:14:00
T00195,C003,U0176,app_push,exposed,2026-05-01 12:15:00
T00196,C005,U0031,app_push,exposed,2026-05-01 12:16:00
T00197,C005,U0011,app_push,exposed,2026-05-01 12:17:00
T00198,C003,U0137,app_push,exposed,2026-05-01 12:18:00
T00199,C004,U0170,app_push,exposed,2026-05-01 12:19:00
T00200,C003,U0018,app_push,exposed,2026-05-01 12:20:00
T00201,C005,U0166,app_push,exposed,2026-05-01 12:21:00
T00202,C003,U0004,app_push,exposed,2026-05-01 12:22:00
T00203,C004,U0126,app_push,exposed,2026-05-01 12:23:00
T00204,C001,U0111,app_push,exposed,2026-05-01 12:24:00
T00205,C003,U0163,app_push,exposed,2026-05-01 12:25:00
T00206,C004,U0182,app_push,exposed,2026-05-01 12:26:00
T00207,C002,U0112,wechat,exposed,2026-05-01 12:27:00
T00208,C002,U0188,wechat,exposed,2026-05-01 12:28:00
T00209,C005,U0167,app_push,exposed,2026-05-01 12:29:00
T00210,C003,U0158,app_push,exposed,2026-05-01 12:30:00
T00211,C005,U0199,app_push,exposed,2026-05-01 12:31:00
T00212,C004,U0120,app_push,exposed,2026-05-01 12:32:00
T00213,C004,U0188,app_push,exposed,2026-05-01 12:33:00
T00214,C005,U0069,app_push,exposed,2026-05-01 12:34:00
T00215,C003,U0063,app_push,exposed,2026-05-01 12:35:00
T00216,C001,U0072,app_push,exposed,2026-05-01 12:36:00
T00217,C004,U0063,app_push,exposed,2026-05-01 12:37:00
T00218,C004,U0146,app_push,exposed,2026-05-01 12:38:00
T00219,C005,U0172,app_push,exposed,2026-05-01 12:39:00
T00220,C004,U0087,app_push,exposed,2026-05-01 12:40:00
T00221,C001,U0127,app_push,exposed,2026-05-01 12:41:00
T00222,C003,U0047,app_push,exposed,2026-05-01 12:42:00
T00223,C004,U0055,app_push,exposed,2026-05-01 12:43:00
T00224,C003,U0067,app_push,exposed,2026-05-01 12:44:00
T00225,C003,U0072,app_push,exposed,2026-05-01 12:45:00
T00226,C005,U0180,app_push,exposed,2026-05-01 12:46:00
T00227,C003,U0143,app_push,exposed,2026-05-01 12:47:00
T00228,C001,U0133,app_push,exposed,2026-05-01 12:48:00
T00229,C002,U0022,wechat,exposed,2026-05-01 12:49:00
T00230,C002,U0185,wechat,exposed,2026-05-01 12:50:00
T00231,C004,U0126,app_push,exposed,2026-05-01 12:51:00
T00232,C005,U0195,app_push,exposed,2026-05-01 12:52:00
T00233,C002,U0177,wechat,exposed,2026-05-01 12:53:00
T00234,C004,U0166,app_push,exposed,2026-05-01 12:54:00
T00235,C004,U0115,app_push,exposed,2026-05-01 12:55:00
T00236,C001,U0024,app_push,exposed,2026-05-01 12:56:00
T00237,C003,U0057,app_push,exposed,2026-05-01 12:57:00
T00238,C004,U0178,app_push,exposed,2026-05-01 12:58:00
T00239,C002,U0079,wechat,exposed,2026-05-01 12:59:00
T00240,C005,U0095,app_push,exposed,2026-05-01 13:00:00
T00241,C004,U0142,app_push,exposed,2026-05-01 13:01:00
T00242,C005,U0089,app_push,exposed,2026-05-01 13:02:00
T00243,C004,U0191,app_push,exposed,2026-05-01 13:03:00
T00244,C005,U0085,app_push,exposed,2026-05-01 13:04:00
T00245,C003,U0180,app_push,exposed,2026-05-01 13:05:00
T00246,C004,U0070,app_push,exposed,2026-05-01 13:06:00
T00247,C003,U0065,app_push,exposed,2026-05-01 13:07:00
T00248,C002,U0031,wechat,exposed,2026-05-01 13:08:00
T00249,C002,U0081,wechat,exposed,2026-05-01 13:09:00
T00250,C001,U0191,app_push,exposed,2026-05-01 13:10:00
T00251,C005,U0196,app_push,exposed,2026-05-01 13:11:00
T00252,C002,U0050,wechat,exposed,2026-05-01 13:12:00
T00253,C002,U0190,wechat,exposed,2026-05-01 13:13:00
T00254,C004,U0071,app_push,exposed,2026-05-01 13:14:00
T00255,C005,U0195,app_push,exposed,2026-05-01 13:15:00
T00256,C005,U0153,app_push,exposed,2026-05-01 13:16:00
T00257,C003,U0026,app_push,exposed,2026-05-01 13:17:00
T00258,C002,U0076,wechat,exposed,2026-05-01 13:18:00
T00259,C002,U0093,wechat,exposed,2026-05-01 13:19:00
T00260,C002,U0078,wechat,exposed,2026-05-01 13:20:00
T00261,C001,U0182,app_push,exposed,2026-05-01 13:21:00
T00262,C005,U0033,app_push,exposed,2026-05-01 13:22:00
T00263,C003,U0012,app_push,exposed,2026-05-01 13:23:00
T00264,C001,U0142,app_push,exposed,2026-05-01 13:24:00
T00265,C003,U0179,app_push,exposed,2026-05-01 13:25:00
T00266,C002,U0164,wechat,exposed,2026-05-01 13:26:00
T00267,C004,U0027,app_push,exposed,2026-05-01 13:27:00
T00268,C001,U0147,app_push,exposed,2026-05-01 13:28:00
T00269,C003,U0121,app_push,exposed,2026-05-01 13:29:00
T00270,C004,U0113,app_push,exposed,2026-05-01 13:30:00
T00271,C003,U0048,app_push,exposed,2026-05-01 13:31:00
T00272,C001,U0065,app_push,exposed,2026-05-01 13:32:00
T00273,C004,U0030,app_push,exposed,2026-05-01 13:33:00
T00274,C001,U0103,app_push,exposed,2026-05-01 13:34:00
T00275,C004,U0019,app_push,exposed,2026-05-01 13:35:00
T00276,C005,U0162,app_push,exposed,2026-05-01 13:36:00
T00277,C001,U0039,app_push,exposed,2026-05-01 13:37:00
T00278,C002,U0145,wechat,exposed,2026-05-01 13:38:00
T00279,C003,U0022,app_push,exposed,2026-05-01 13:39:00
T00280,C002,U0031,wechat,exposed,2026-05-01 13:40:00
T00281,C005,U0196,app_push,exposed,2026-05-01 13:41:00
T00282,C004,U0156,app_push,exposed,2026-05-01 13:42:00
T00283,C005,U0159,app_push,exposed,2026-05-01 13:43:00
T00284,C002,U0199,wechat,exposed,2026-05-01 13:44:00
T00285,C005,U0098,app_push,exposed,2026-05-01 13:45:00
T00286,C004,U0114,app_push,exposed,2026-05-01 13:46:00
T00287,C003,U0151,app_push,exposed,2026-05-01 13:47:00
T00288,C004,U0079,app_push,exposed,2026-05-01 13:48:00
T00289,C005,U0159,app_push,exposed,2026-05-01 13:49:00
T00290,C001,U0157,app_push,exposed,2026-05-01 13:50:00
T00291,C001,U0196,app_push,exposed,2026-05-01 13:51:00
T00292,C002,U0161,wechat,exposed,2026-05-01 13:52:00
T00293,C002,U0068,wechat,exposed,2026-05-01 13:53:00
T00294,C001,U0041,app_push,exposed,2026-05-01 13:54:00
T00295,C002,U0045,wechat,exposed,2026-05-01 13:55:00
T00296,C005,U0020,app_push,exposed,2026-05-01 13:56:00
T00297,C002,U0001,wechat,exposed,2026-05-01 13:57:00
T00298,C004,U0116,app_push,exposed,2026-05-01 13:58:00
T00299,C005,U0121,app_push,exposed,2026-05-01 13:59:00
T00300,C003,U0009,app_push,exposed,2026-05-01 14:00:00
T00301,C002,U0074,wechat,exposed,2026-05-01 14:01:00
T00302,C003,U0180,app_push,exposed,2026-05-01 14:02:00
T00303,C004,U0019,app_push,exposed,2026-05-01 14:03:00
T00304,C002,U0068,wechat,exposed,2026-05-01 14:04:00
T00305,C005,U0170,app_push,exposed,2026-05-01 14:05:00
T00306,C002,U0109,wechat,exposed,2026-05-01 14:06:00
T00307,C001,U0140,app_push,exposed,2026-05-01 14:07:00
T00308,C002,U0166,wechat,exposed,2026-05-01 14:08:00
T00309,C002,U0069,wechat,exposed,2026-05-01 14:09:00
T00310,C002,U0019,wechat,exposed,2026-05-01 14:10:00
T00311,C001,U0043,app_push,exposed,2026-05-01 14:11:00
T00312,C003,U0153,app_push,exposed,2026-05-01 14:12:00
T00313,C005,U0074,app_push,exposed,2026-05-01 14:13:00
T00314,C004,U0032,app_push,exposed,2026-05-01 14:14:00
T00315,C004,U0177,app_push,exposed,2026-05-01 14:15:00
T00316,C003,U0180,app_push,exposed,2026-05-01 14:16:00
T00317,C004,U0070,app_push,exposed,2026-05-01 14:17:00
T00318,C005,U0139,app_push,exposed,2026-05-01 14:18:00
T00319,C004,U0113,app_push,exposed,2026-05-01 14:19:00
T00320,C001,U0154,app_push,exposed,2026-05-01 14:20:00
T00321,C001,U0111,app_push,exposed,2026-05-01 14:21:00
T00322,C003,U0155,app_push,exposed,2026-05-01 14:22:00
T00323,C003,U0007,app_push,exposed,2026-05-01 14:23:00
T00324,C001,U0059,app_push,exposed,2026-05-01 14:24:00
T00325,C005,U0151,app_push,exposed,2026-05-01 14:25:00
T00326,C001,U0196,app_push,exposed,2026-05-01 14:26:00
T00327,C003,U0148,app_push,exposed,2026-05-01 14:27:00
T00328,C001,U0196,app_push,exposed,2026-05-01 14:28:00
T00329,C002,U0121,wechat,exposed,2026-05-01 14:29:00
T00330,C005,U0167,app_push,exposed,2026-05-01 14:30:00
T00331,C004,U0072,app_push,exposed,2026-05-01 14:31:00
T00332,C002,U0150,wechat,exposed,2026-05-01 14:32:00
T00333,C004,U0163,app_push,exposed,2026-05-01 14:33:00
T00334,C004,U0024,app_push,exposed,2026-05-01 14:34:00
T00335,C004,U0090,app_push,exposed,2026-05-01 14:35:00
T00336,C004,U0086,app_push,exposed,2026-05-01 14:36:00
T00337,C003,U0172,app_push,exposed,2026-05-01 14:37:00
T00338,C001,U0042,app_push,exposed,2026-05-01 14:38:00
T00339,C003,U0106,app_push,exposed,2026-05-01 14:39:00
T00340,C004,U0074,app_push,exposed,2026-05-01 14:40:00
T00341,C004,U0195,app_push,exposed,2026-05-01 14:41:00
T00342,C005,U0010,app_push,exposed,2026-05-01 14:42:00
T00343,C004,U0023,app_push,exposed,2026-05-01 14:43:00
T00344,C003,U0065,app_push,exposed,2026-05-01 14:44:00
T00345,C003,U0030,app_push,exposed,2026-05-01 14:45:00
T00346,C004,U0132,app_push,exposed,2026-05-01 14:46:00
T00347,C001,U0169,app_push,exposed,2026-05-01 14:47:00
T00348,C005,U0119,app_push,exposed,2026-05-01 14:48:00
T00349,C004,U0014,app_push,exposed,2026-05-01 14:49:00
T00350,C002,U0133,wechat,exposed,2026-05-01 14:50:00
T00351,C003,U0160,app_push,exposed,2026-05-01 14:51:00
T00352,C004,U0161,app_push,exposed,2026-05-01 14:52:00
T00353,C004,U0195,app_push,exposed,2026-05-01 14:53:00
T00354,C001,U0053,app_push,exposed,2026-05-01 14:54:00
T00355,C003,U0141,app_push,exposed,2026-05-01 14:55:00
T00356,C002,U0074,wechat,exposed,2026-05-01 14:56:00
T00357,C004,U0179,app_push,exposed,2026-05-01 14:57:00
T00358,C004,U0032,app_push,exposed,2026-05-01 14:58:00
T00359,C001,U0162,app_push,exposed,2026-05-01 14:59:00
T00360,C005,U0062,app_push,exposed,2026-05-01 15:00:00
T00361,C002,U0080,wechat,exposed,2026-05-01 15:01:00
T00362,C005,U0004,app_push,exposed,2026-05-01 15:02:00
T00363,C005,U0105,app_push,exposed,2026-05-01 15:03:00
T00364,C001,U0058,app_push,exposed,2026-05-01 15:04:00
T00365,C001,U0119,app_push,exposed,2026-05-01 15:05:00
T00366,C001,U0166,app_push,exposed,2026-05-01 15:06:00
T00367,C002,U0128,wechat,exposed,2026-05-01 15:07:00
T00368,C003,U0131,app_push,exposed,2026-05-01 15:08:00
T00369,C003,U0107,app_push,exposed,2026-05-01 15:09:00
T00370,C004,U0121,app_push,exposed,2026-05-01 15:10:00
T00371,C002,U0117,wechat,exposed,2026-05-01 15:11:00
T00372,C005,U0038,app_push,exposed,2026-05-01 15:12:00
T00373,C004,U0049,app_push,exposed,2026-05-01 15:13:00
T00374,C005,U0131,app_push,exposed,2026-05-01 15:14:00
T00375,C002,U0018,wechat,exposed,2026-05-01 15:15:00
T00376,C003,U0198,app_push,exposed,2026-05-01 15:16:00
T00377,C004,U0088,app_push,exposed,2026-05-01 15:17:00
T00378,C005,U0069,app_push,exposed,2026-05-01 15:18:00
T00379,C001,U0073,app_push,exposed,2026-05-01 15:19:00
T00380,C003,U0151,app_push,exposed,2026-05-01 15:20:00
T00381,C005,U0169,app_push,exposed,2026-05-01 15:21:00
T00382,C004,U0039,app_push,exposed,2026-05-01 15:22:00
T00383,C004,U0138,app_push,exposed,2026-05-01 15:23:00
T00384,C004,U0089,app_push,exposed,2026-05-01 15:24:00
T00385,C003,U0142,app_push,exposed,2026-05-01 15:25:00
T00386,C005,U0097,app_push,exposed,2026-05-01 15:26:00
T00387,C004,U0083,app_push,exposed,2026-05-01 15:27:00
T00388,C002,U0179,wechat,exposed,2026-05-01 15:28:00
T00389,C002,U0147,wechat,exposed,2026-05-01 15:29:00
T00390,C004,U0060,app_push,exposed,2026-05-01 15:30:00
T00391,C004,U0012,app_push,exposed,2026-05-01 15:31:00
T00392,C003,U0191,app_push,exposed,2026-05-01 15:32:00
T00393,C004,U0181,app_push,exposed,2026-05-01 15:33:00
T00394,C004,U0099,app_push,exposed,2026-05-01 15:34:00
T00395,C002,U0127,wechat,exposed,2026-05-01 15:35:00
T00396,C001,U0033,app_push,exposed,2026-05-01 15:36:00
T00397,C005,U0152,app_push,exposed,2026-05-01 15:37:00
T00398,C003,U0026,app_push,exposed,2026-05-01 15:38:00
T00399,C004,U0026,app_push,exposed,2026-05-01 15:39:00
T00400,C005,U0117,app_push,exposed,2026-05-01 15:40:00
T00401,C001,U0185,app_push,exposed,2026-05-01 15:41:00
T00402,C002,U0105,wechat,exposed,2026-05-01 15:42:00
T00403,C002,U0020,wechat,exposed,2026-05-01 15:43:00
T00404,C004,U0068,app_push,exposed,2026-05-01 15:44:00
T00405,C003,U0160,app_push,exposed,2026-05-01 15:45:00
T00406,C004,U0167,app_push,exposed,2026-05-01 15:46:00
T00407,C001,U0085,app_push,exposed,2026-05-01 15:47:00
T00408,C005,U0098,app_push,exposed,2026-05-01 15:48:00
T00409,C003,U0161,app_push,exposed,2026-05-01 15:49:00
T00410,C004,U0139,app_push,exposed,2026-05-01 15:50:00
T00411,C001,U0159,app_push,exposed,2026-05-01 15:51:00
T00412,C001,U0061,app_push,exposed,2026-05-01 15:52:00
T00413,C003,U0059,app_push,exposed,2026-05-01 15:53:00
T00414,C001,U0112,app_push,exposed,2026-05-01 15:54:00
T00415,C001,U0195,app_push,exposed,2026-05-01 15:55:00
T00416,C001,U0114,app_push,exposed,2026-05-01 15:56:00
T00417,C002,U0178,wechat,exposed,2026-05-01 15:57:00
T00418,C003,U0008,app_push,exposed,2026-05-01 15:58:00
T00419,C001,U0084,app_push,exposed,2026-05-01 15:59:00
T00420,C001,U0076,app_push,exposed,2026-05-01 16:00:00
T00421,C003,U0096,app_push,exposed,2026-05-01 16:01:00
T00422,C004,U0038,app_push,exposed,2026-05-01 16:02:00
T00423,C002,U0136,wechat,exposed,2026-05-01 16:03:00
T00424,C004,U0145,app_push,exposed,2026-05-01 16:04:00
T00425,C002,U0044,wechat,exposed,2026-05-01 16:05:00
T00426,C002,U0021,wechat,exposed,2026-05-01 16:06:00
T00427,C005,U0098,app_push,exposed,2026-05-01 16:07:00
T00428,C005,U0175,app_push,exposed,2026-05-01 16:08:00
T00429,C002,U0128,wechat,exposed,2026-05-01 16:09:00
T00430,C005,U0037,app_push,exposed,2026-05-01 16:10:00
T00431,C002,U0119,wechat,exposed,2026-05-01 16:11:00
T00432,C003,U0118,app_push,exposed,2026-05-01 16:12:00
T00433,C003,U0171,app_push,exposed,2026-05-01 16:13:00
T00434,C001,U0120,app_push,exposed,2026-05-01 16:14:00
T00435,C003,U0174,app_push,exposed,2026-05-01 16:15:00
